Company,Job Title,Description
Amazon,"Software Dev Engineer I, Amazon Physical Stores","About the job
Job Summary

DESCRIPTION

Do you want to solve business challenges through innovative technology? Do you enjoy working on cutting-edge, massively scalable services technology in a fast-paced team environment? Do you love working on industry defining projects that move the needle?

At Amazon, we hire the best minds in technology to innovate & build things for the benefit of our customers. The intense focus we have on our customers is why we are one of the world’s most beloved brands – it is part of our company DNA. Our Software Development Engineers play an instrumental role in utilizing cutting edge technology to solve complex problems and get to see the impact of their work.

Amazon challenges are big and impact millions of customers, sellers, and countless products across the globe. Our path is not always easy so we are selective about who joins us on this journey. There is a certain kind of person who takes on software development challenges at Amazon – someone excited by the idea creating new platforms, features, and services from scratch while managing ambiguity and the pace of a company whose ship cycles are measured in weeks, not years. If this is you, come build the future with us.

Key job responsibilities






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2004289"
Amazon,"Applied Scientist, Amazon Aurora","About the job
Job Summary

DESCRIPTION

Are you interested in building hyper-scale database services in the cloud? Do you want to revolutionize the way databases are built for the cloud? Do you want to have direct and immediate impact on hundreds of thousands of users who use AWS database services? Are you looking to work on the coolest technology while growing your career, in a group that cares about people just as much as products?

Amazon Aurora is breaking new ground and changing the rules for relational databases. Aurora is an exciting area of innovation for AWS, especially in its storage layer which is truly the secret sauce behind the unmatched availability, durability and performance of Aurora. Amazon Aurora is a MySQL and Postgres compatible, relational database service that combines the speed and availability of high-end commercial databases with the simplicity and cost-effectiveness of open source databases. It provides up to five times better performance than MySQL at a price point one-tenth that of a commercial database while delivering similar performance and availability.

We are one of the fastest growing businesses within Amazon Web Services. We are successful because not only do we solve deep database storage and integration problems for our customers, we also minimize the effort required to maintain their databases by automating administrative tasks like backup, restore, disaster protection, fail-over for high availability etc. Aurora is the most advanced cloud database service out there, and we’re proud to continuously raise the bar. We think we have a winning combination for both startups and enterprises who are moving all their most important data and applications to the cloud.

The Aurora team is looking for looking for world class scientists and engineers who are excited about database and streaming technologies, where scientists are entrusted with developing core data mining and machine learning algorithms for hyper-scaling the database performance. As an Applied Scientist at Amazon, you will connect with leaders in your field working on similar problems, as well as interact with our customers and the academic community. You will work closely with software engineers, product managers and other Amazon research scientists to lead the end-to-end process of identifying the problem, designing, building and deploying predictive, scalable machine learning models and scientifically measuring their impact on our selection and profitability. The ideal candidate will be an expert in the areas of data science, machine learning and statistics. You will be able to balance technical leadership with strong business judgment to make the right decisions about technology, models and methodologies choices. You will strive for simplicity, and demonstrate significant creativity and high judgment backed by statistical proof. This is a growing and exiting focus area for Aurora, and we are particularly interested in applying state of the art ML techniques in the real world at AWS scale.

A Day in the Life

Scientists in the team focus on specific problems and applications, and figure out what existing techniques work and when new algorithms need to be developed. They work on algorithms that scale well and delight customers.

Inclusive Team Culture

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance

Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth

Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.








Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2160313"
Amazon,"Flight Operator, Prime Air","About the job
Job Summary

DESCRIPTION

Here at Amazon, we embrace our differences. We are committed to furthering our culture of diversity and inclusion of our teams within the organization.

How do you get items to customers quickly, cost-effectively, and—most importantly—safely, in less than an hour? And how do you do it in a way that can scale? Our teams of hundreds of scientists, engineers, aerospace professionals, and futurists have been working hard to do just that! We recently announced we are preparing for Prime Air deliveries to customers, and are excited for what’s to come. Check out more information about Prime Air on the About Amazon blog (https://www.aboutamazon.com/news/transportation/amazons-drone-delivery-is-coming-to-texas).

If you are seeking an iterative environment where you can drive innovation, apply state-of-the-art technologies to solve real world delivery challenges, and provide benefits to customers, Prime Air is the place for you.

Come work on the Amazon Prime Air Team!

Prime Air is seeking an experienced Flight Operator.

We are looking for a candidate who has at least a private pilot certification. This candidate will be expected to lead a flight crew and perform limited drone and ground support equipment troubleshooting. This individual will also conduct flight readiness activities and logistics planning as needed. Aviation safety experience is strongly preferred. The ideal candidate is someone who enjoys working in a fast-paced environment and can deliver results under pressure.

Potential travel up to 50%

Export Control License

This position may require a deemed export control license for compliance with applicable laws and regulations. Placement is contingent on Amazon’s ability to apply for and obtain an export control license on your behalf.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2163166"
Amazon,"Amazon Style Backroom Associate (Part Time) - Columbus, OH","About the job
Description

Amazon Style is Amazon’s first-ever physical store featuring men’s and women’s clothing, shoes, and accessories. Amazon is ranked among the best workplaces in the world for several reasons. Every day we strive to be Earth’s Best Employer and most customer centric company. Because of this, Style Associates strive to create an easy and friendly shopping experience, acting as a guide along a customer’s shopping adventure. If you have a passion for putting a smile on someone’s face and want to be part of a tech-forward unique shopping experience, this is the job for you!



As a Backroom Associate, you get to delight customers by processing and organizing inventory, ensuring customers can browse products seamlessly! Some responsibilities may include:





Why You'll Love Amazon Many of our jobs come with great benefits – including healthcare, parental leave, ways to save for the future, and opportunities for career advancement – all in a safe and inclusive environment ranked among the best workplaces in the world. Some offerings are dependent upon the role, work schedule, or location, and can include the following:



https://hiring.amazon.com/why-amazon/benefits#/

The above job description describes the essential responsibilities for the position and is not a complete list of all required duties. As need shifts throughout the store, associates could be asked to cross train for other departments.









- Amazon Retail LLC

Job ID: AOL2547"
Amazon,"Amazon Fresh Grocery Associate - Thousand Oaks, CA","About the job
Description

Amazon Fresh is a new grocery store offering a seamless grocery shopping experience. Customers will find a wide assortment of national brands and high-quality produce, meat, and seafood. Our culinary team offers customers a range of delicious prepared foods made fresh in store, every day. Amazon Fresh stores use cutting edge technology to make grocery shopping more convenient for customers, including the Amazon Dash Cart and Just Walk Out technology, allowing customers to skip the checkout line.

Amazon is ranked among the best workplaces in the world for several reasons. Everyday we strive to be Earth’s Best Employer and most customer centric company. Because of this, Fresh Associates strive to create an easy and friendly shopping experience, acting as a guide along a customer’s grocery shopping adventure. If you have a passion for putting a smile on someone’s face and want to be part of a tech-forward unique grocery experience, this is the job for you!

As a Grocery Associate, you get to delight customers by providing friendly, fast and energetic service! Some responsibilities may include:









Many of our jobs come with great benefits – including healthcare, parental leave, ways to save for the future, and opportunities for career advancement – all in a safe and inclusive environment ranked among the best workplaces in the world. Some offerings are dependent upon the role, work schedule, or location, and can include the following:



https://hiring.amazon.com/why-amazon/benefits#/

The above job description describes the essential responsibilities for the position and is not a complete list of all required duties. As need shifts throughout the store, associates could be asked to cross train for other departments.









- Amazon Retail LLC

Job ID: AOL2486"
Amazon Web Services (AWS),IT Support Associate I ( LEM),"About the job
Job Summary

DESCRIPTION

Amazon's IT Support is the first point of contact for technical support service requests. Our IT Support Associate I spends their day fielding incoming chats, calls, and online requests from Amazon Corporate and its subsidiary employees worldwide.

The successful IT Support Associate I will be customer focused and motivated by team success. You will be innovative, energetic, and able to adapt to new processes and procedures quickly while dealing with a high volume of requests. You will also be committed, flexible, and have demonstrated ability to maintain high levels of productivity while maintaining quality support.










Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon Dev Center U.S., Inc.

Job ID: A2136823"
Amazon,"Software Development Engineer -Performance, ACS (Amazon Common Software)","About the job
Job Summary

DESCRIPTION

The Amazon Devices team designs and engineers high-profile consumer electronics, including the best-selling Kindle family of products. We have also produced groundbreaking devices like Fire tablets, Fire TV, Amazon Dash, and Amazon Echo. What will you help us create?

As a Software Development Engineer at Amazon, you will develop critical UI frameworks and apps that make it possible for customers to create UI applications for Amazon devices. You will be responsible for ensuring the performance of these frameworks and apps meet the desired customer experience. You will work across common software components to help Amazon build our smart home devices by working on projects that push the boundaries of customer-device interaction including product lines such as Echo and Fire TV. You will be challenged to create rich customer applications that have best in class performance.

You will engage with an experienced cross-disciplinary staff to conceive and design innovative customer experiences. You will create new solutions in a responsive, flexible and collaborative peer environment. You will participate in designing, prototyping, and building solutions and tools to solve hard problems in the Amazon ecosystem for our exciting future in consumer devices.








keyword:deviceos

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2173475"
Amazon,Quality Assurance Analyst - Amazon Astro,"About the job
Job Summary

DESCRIPTION

Excited about robotics, and how it will be used in our every day lives? The Amazon Consumer Robotics group is pushing the boundaries of what’s possible, making the future closer than ever.

Astro is Amazon’s first household robot to use AI and Intelligent Motion to gracefully and intuitively interact with people and spaces. It is a different kind of robot, one that’s designed to help customers with a range of tasks like home monitoring and keeping in touch with family. It brings together new advancements in artificial intelligence, computer vision, sensor technology, voice and edge computing in a package that’s designed to be helpful and convenient. What will you help us create?

We are seeking a highly motivated Quality Assurance Analyst(QAA) to join our Devices team. The ideal candidate will be flexible, detail-oriented, and skilled at working with internal customers (Hardware, Software, Product teams) for tool testing and provide technical support to teams. As a QAA on the team, you will champion the quality of our features in our development pipeline using both automated and manual tests, reporting and verifying defects, and signing-off on features and release candidates








Lab126 is part of the Amazon.com, Inc. group of companies and is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2124491"
Amazon,"Amazon Fresh Overnight Kitchen and Produce Associate - Tinley Park, IL","About the job
Description

Amazon Fresh is a new grocery store offering a seamless grocery shopping experience. Customers will find a wide assortment of national brands and high-quality produce, meat, and seafood. Our culinary team offers customers a range of delicious prepared foods made fresh in store, every day. Amazon Fresh stores use cutting edge technology to make grocery shopping more convenient for customers, including the Amazon Dash Cart and Just Walk Out technology, allowing customers to skip the checkout line.

Amazon is ranked among the best workplaces in the world for several reasons. Every day we strive to be Earth’s Best Employer and most customer centric company. Because of this, Fresh Associates strive to create an easy and friendly shopping experience, acting as a guide along a customer’s grocery shopping adventure. If you have a passion for baking delicious items and prepping the kitchen for store opening, this is the job for you!



As an Overnight Associate, you get to delight customers by prepping and cooking delectable food items that will be enjoyed later that day.









Many of our jobs come with great benefits – including healthcare, parental leave, ways to save for the future, and opportunities for career advancement – all in a safe and inclusive environment ranked among the best workplaces in the world. Some offerings are dependent upon the role, work schedule, or location, and can include the following:



https://hiring.amazon.com/why-amazon/benefits#/

The above job description describes the essential responsibilities for the position and is not a complete list of all required duties. As need shifts throughout the store, associates could be asked to cross train for other departments.









- Amazon Retail LLC

Job ID: AOL2653"
Amazon,"Language Engineer , Search Science and AI","About the job
Job Summary

DESCRIPTION

This role is within the Core Search organization, which owns search functionality, the main discovery mechanism for customers shopping on Amazon worldwide. Core Search is responsible for (a) research, development, and operation of the search customer experience for apps and websites (autocomplete, recommendation widgets, refinements, whole page optimization, rendering), (b) search services for physical and digital items (data ingestion, natural language processing, index generation, query serving), (c) site reliability engineering and compute capacity management for all search services, and (d) search economics and search performance data science. In addition, we collaborate closely with several machine learning (ML) applied science teams that develop and test ML models to improve the quality of semantic matching, ranking, computer vision, image processing, and augmented reality.

The Search Data Platform Team is looking for a Language Engineer. The mission of the Search Data Platform team is to build an end-to-end data platform to deliver high quality datasets at scale. The team owns the systems and pipelines that enable data acquisition, ingestion, classification, visualization, human annotation, training, evaluation, and active learning.

Key job responsibilities






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2076853"
Amazon,"Amazon Go Lead Retail Associate- New York, NY (Reduced Full-Time)","About the job
Description

Pay starts at $18.55 per hour with benefits available

Who are we?

Amazon Go is a new kind of store with no checkout required. We created the world’s most advanced shopping technology so you never have to wait in line. With our Just Walk Out Shopping experience, simply use the Amazon Go app to enter the store, take the products you want, and go! No lines, no checkout. (No, seriously.)

At Amazon Go we offer a curated selection of delicious ready-to-eat breakfast, lunch, dinner, and snack options made by our chefs and favorite local kitchens and bakeries. Our selection of grocery essentials ranges from staples like bread and milk to artisan cheeses and locally made chocolates.



As a Lead Associate, you will be the face of Amazon and contribute to a vibrant store culture based on customer obsession, trust, respect, integrity, continuous learning, and fun. You possess strong attention to detail, the ability to quickly prioritize tasks, willingness to learn new things, and a commitment to delighting our customers. You will assist the manager with store operations, maintain a key to the store and have floor leader responsibilities.



Candidates must be at least 18 years of age. Amazon does not sponsor for immigration, including for H-1B, TN, and other non-immigrant visas, for this role.






The pay rate for this position in New York City is $18.55 per hr. Our range of benefits may include health care, employee discounts, 401(k) savings plans, paid time off, and more. This information is provided per the New York City Human Rights Law. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site.

To learn more about Amazon Go, check us out at amazon.com/go.






- Amazon Retail LLC

Job ID: AOL2692"
Amazon,"Flight Operator, Prime Air","About the job
Job Summary

DESCRIPTION

Here at Amazon, we embrace our differences. We are committed to furthering our culture of diversity and inclusion of our teams within the organization.

How do you get items to customers quickly, cost-effectively, and—most importantly—safely, in less than an hour? And how do you do it in a way that can scale? Our teams of hundreds of scientists, engineers, aerospace professionals, and futurists have been working hard to do just that! We recently announced we are preparing for Prime Air deliveries to customers, and are excited for what’s to come. Check out more information about Prime Air on the About Amazon blog (https://www.aboutamazon.com/news/transportation/amazons-drone-delivery-is-coming-to-texas).

If you are seeking an iterative environment where you can drive innovation, apply state-of-the-art technologies to solve real world delivery challenges, and provide benefits to customers, Prime Air is the place for you.

Come work on the Amazon Prime Air Team!

Prime Air is seeking an experienced Flight Operator.

We are looking for a candidate who has at least a private pilot certification. This candidate will be expected to lead a flight crew and perform limited drone and ground support equipment troubleshooting. This individual will also conduct flight readiness activities and logistics planning as needed. Aviation safety experience is strongly preferred. The ideal candidate is someone who enjoys working in a fast-paced environment and can deliver results under pressure.

Potential travel up to 50%.

Export Control License

This position may require a deemed export control license for compliance with applicable laws and regulations. Placement is contingent on Amazon’s ability to apply for and obtain an export control license on your behalf.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2163167"
Amazon,"Amazon Fresh Store Associate- Morton Grove, IL (Flex-Time)","About the job
About Us

DESCRIPTION

At Amazon, we are a little bit peculiar. We are passionate about creating an experience that customers love. If you are customer-obsessed, like learning new things, and want to contribute to end-to-end operations, this is the place for you!



As an Associate, you will contribute to a team culture based on customer obsession, trust, respect, integrity, continuous learning, and fun. You enjoy learning new things and are committed to delighting our customers. You have a strong attention to detail and follow standard processes while identifying opportunities for improvement. You are flexible while working in a dynamic environment, prioritizing tasks as needed. You adhere to and maintain regular and punctual attendance, safety, and quality standards.

Pay starts at $15.00 per hour with benefits available.











- Amazon Retail LLC

Job ID: AOL1061"
Amazon,"Pharmacy Technician , Fulfilliment - Amazon Pharmacy","About the job
Job Summary

DESCRIPTION

Looking to grow your career? Be a part of a growing team that’s simplifying pharmacy for those who need it most. PillPack by Amazon Pharmacy is a full-service, non-retail pharmacy that delivers an effortless medication management experience through convenient packaging, modern technology, and personalized services.

We are seeking talented, bright and driven team members ready to challenge themselves with innovative ideas that will enhance our level of customer care. Join our customer-obsessed team where you can enjoy competitive pay and exceptional benefits.

As a Pharmacy Technician, you will play an essential role in empowering our customers to take their medications correctly and achieve better overall wellness. Our pharmacy features a casual dress code in a non-retail facing environment.

This job is located in Plainfield, Indiana



WHY YOU'LL LOVE THE PILLPACK BY AMAZON PHARMACY TEAM!











Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- PillPack, LLC

Job ID: A2175221"
Amazon,"Software Development Engineer, Amazon Music","About the job
Job Summary

DESCRIPTION

About Amazon Music

Amazon Music reimagines music listening by enabling customers to unlock millions of songs, podcast episodes, and thousands of curated playlists and stations with their voice. Amazon Music provides unlimited access to new releases and classic hits across iOS and Android mobile devices, PC, Mac, Echo, and Alexa-enabled devices including Fire TV and more. With Amazon Music, Prime members have access to ad-free listening of 2 million songs at no additional cost to their membership. Listeners can also enjoy the premium subscription service, Amazon Music Unlimited, which provides access to more than 75 million songs and the latest new releases. Amazon Music Unlimited customers also now have access to the highest-quality listening experience available, with more than 75 million songs available in High Definition (HD), more than 7 million songs in Ultra HD, and a growing catalog of spatial audio. Customers also have free access to an ad-supported selection of top playlists and stations on Amazon Music. All Amazon Music tiers now offer a wide selection of podcasts at no additional cost, and live streaming in partnership with Twitch. Engaging with music and culture has never been more natural, simple, and fun. For more information, visit amazonmusic.com or download the Amazon Music app.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2083627"
Amazon,"SDE II (Embedded Firmware) Amazon Glow, Amazon Glow","About the job
Job Summary

DESCRIPTION

Innovators wanted! Are you an entrepreneur? A builder? A dreamer? This role is part of an Amazon team that takes the company’s Think Big leadership principle to the extreme. We focus on creating entirely new products that will positively impact millions of lives. No industries or subject areas are out of bounds, and we have already built and launched products such as Amazon Care, AWS Comprehend Medical, Echo Frames, Amazon Explore, and Amazon Glow. If you’re interested in innovating at scale to address big challenges in the world, this is the team for you.

As a SDE II (Embedded Firmware), you will be working with a unique and gifted team developing exciting products for customers and collaborate with cross-functional teams.

You will participate in the integration and improvement of the FW stacks for the main computational board embedded in our devices. This includes designing and implementing a wide range of low-level embedded software coding on our hardware platform, including device drivers, Linux kernel modules, porting existing software to new embedded platforms, and debugging hardware to diagnose platform issues.

Come be a part of the mission to improve children’s lifelong outcomes by helping them connect with adult loved ones, no matter how near or far. We are a smart team of doers that work passionately to apply cutting-edge advances in technology and to solve real-world problems that will transform our customers’ experiences in ways we can’t even imagine yet.

Description of Glow: “A new-to-world virtual, connected, and projected interaction model designed to help children and remote loved ones play, create, read, learn and have fun together as if they are right next to each other.”






#GlowCareers

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2089083"
Amazon,"SDE, Fire TV Devices (L5), FireTV","About the job
Job Summary

DESCRIPTION

The Amazon Devices team designs and engineers high-profile consumer electronics, including the best-selling Kindle family of products. We have also produced groundbreaking devices like Fire tablets, Fire TV, Amazon Dash, and Amazon Echo. What will you help us create?

Be part of a fast-paced, agile and innovative team who is bringing new multi-modal, integrated voice with GUI, experiences to FireTV in a startup like environment.

We are looking for passionate, hard-working, and talented software engineers who have experience building innovative, mission critical, high volume applications that customers love. This is a high visibility team where you will get a chance to make a positive impact on customer experience.

The Amazon Kindle, Kindle Fire, Echo and FireTV are revolutionary consumer devices that have become the #1 best-selling Amazon products. They are among the most innovative and fastest growing businesses at both Amazon and the entire consumer electronics industry. We are looking for talented software engineers to join our team in building application software. This is an enormous opportunity to lead the design, architecture, and implementation of products used every day by people you know.


As a Software Developer, you will be part of a team of engineers who design, develop, and test a range of products and features. A successful candidate will have an established background in developing user-facing experiences, strong technical abilities, excellent task management skills, great communication skills, and a motivation to achieve results in a high impact environment. You will be helping to hire and develop your team and systems. In this role, you will:






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2136947"
Amazon,Complaint Handling Specialist,"About the job
Job Summary

DESCRIPTION

Job Summary

Amazon Devices, and Services is an innovative research and development company that designs and engineers high-profile consumer electronics. We are known for creating the Kindle family of products, and groundbreaking devices like Fire tablets, Fire TV and Amazon Echo. Working as part of the Quality Management Team, the Technical Training Special II engages cross functionally to lead the end-to-end delivery of the training program operating under an FDA regulated QMS.

Key job responsibilities

The Role



As a Complaint Specialist, you will ensure compliance to product complaints and the complaint handling system with the responsibility of timely complaint assessment and closure while collaborating with cross-functional teams such as Customer Service, Quality, Engineering, Logistics to facilitate the complaint handling process.

**This role can be based out Amazon Devices Corporate location (CA or WA)**






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2151518"
Amazon,"Software Development Engineer, Amazon RDS","About the job
Job Summary

DESCRIPTION

Do you think innovating for customers and providing solutions for scale, availability and durability, while learning from ever growing fleet of RDS deployments at Amazon Web Service (AWS) interesting?

Amazon is breaking new ground and changing the rules for relational databases. At Amazon Web Services (AWS), we are the public cloud. AWS commands a majority of the world's public cloud traffic, serving customers at ultra large scale, and this volume is growing exponentially every day. At Amazon/AWS, we take databases to their limits. Due to our scale, we see issues that no other RDBMS customers see. We are creatively and disruptively solving some of the most complex database problems related to immense growth, scaling, leveraging the cloud, extremely high performance and high availability requirements. Do these types of challenges excite you? Do you want to part of the core group that's responsible for availability and durability of the world's largest fleet of relational databases on cloud ? If you’re an engineer who want to be significant part of this core group, come on board! We are eager to brainstorm, mentor, and get software built together.

We have challenging problems to solve in distributed systems, concurrency, high availability, durability, performance, languages, and performance engineering. We intend to be the world's best and most reliable database, built by an excellent team, all while having fun - come join us on the journey!

Inclusive Team Culture

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance

Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth

Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring and thorough, but kind, code reviews. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, visit https://www.amazon.jobs/en/disability/us .

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2037148"
Amazon,"Software Development Engineer , Amazon Astro","About the job
Job Summary

DESCRIPTION

Excited about robotics, and how it will be used in our every day lives? The Amazon Consumer Robotics group is pushing the boundaries of what’s possible, making the future closer than ever.

Astro is Amazon’s first household robot to use AI and Intelligent Motion to gracefully and intuitively interact with people and spaces. It is a different kind of robot, one that’s designed to help customers with a range of tasks like home monitoring and keeping in touch with family. It brings together new advancements in artificial intelligence, computer vision, sensor technology, voice and edge computing in a package that’s designed to be helpful and convenient.



We are a smart team of doers that work passionately to apply cutting-edge advances in robotics and software to solve real-world challenges that will transform our customers’ experiences in ways we can’t even imagine yet. We are looking for an intrepid problem-solver to dive into an ambiguous problem space and design and deliver innovative software solutions, and to collaborate with cross-functional engineering teams, including Amazon Robotics, to put the concepts you develop into production.

The ideal candidate is clearly passionate about new opportunities and has a demonstrable track record of success in delivering new features and products. A commitment to team work, hustle, and strong communication skills (to both business and technical partners) are absolute requirements. Creating reliable, scalable, and high-performance products requires exceptional technical expertise, a sound understanding of the fundamentals of Computer Science, and practical experience building large-scale distributed systems. This person has thrived and succeeded in delivering high quality technology products/services in a hyper-growth environment where priorities shift fast.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2095488"
